userName,content,score,sentimen,sentimen_encoded,content_cleaned
idham zulkarnain,drivernya bnyk cancel order,1,Tidak Puas,2,drivernya bnyk cancel order
Marsuli Jak,bgus,5,Puas,1,bgus
nyasa26,topup saldo maxim kaspro masuk,1,Tidak Puas,2,topup saldo maxim kaspro masuk
Ka oky 24 Kakak,terimakasih tuju,5,Puas,1,terimakasih tuju
virgo thebest,minus susah banget cari alamat cari pakai nama toko pakai alamat lengkap,3,Netral,0,minus susah banget cari alamat cari pakai nama toko pakai alamat lengkap
Yosafat Sitohang,apk anjieng e walllet pajak masuk asu mudah maxim usernya haram apk,1,Tidak Puas,2,apk anjieng e walllet pajak masuk asu mudah maxim usernya haram apk
Agung Adriansyah,mohon kpd developer bayar via nontunai mudah kayak pakai qris e wallet biar cash pakai e wallet dana,2,Tidak Puas,2,mohon kpd developer bayar via nontunai mudah kayak pakai qris e wallet biar cash pakai e wallet dana
Dita Monditara,orang tetep cari nafkah gausah sengaja tarik demo demo mah demo tetep nyari nafkah biarin tetep nafkahin anak istri,1,Tidak Puas,2,orang tetep cari nafkah gausah sengaja tarik demo demo mah demo tetep nyari nafkah biarin tetep nafkahin anak istri
Arwinda Damayanti,,5,Puas,1,
Nr Cell,cari tukang order bet anjirrrrrr,2,Tidak Puas,2,cari tukang order bet anjirrrrrr
RIKA KHAIRUNNISA,mony maxim gua isi wallet cashpro logout trs logout bilang lampau gua malem bawa cash,1,Tidak Puas,2,mony maxim gua isi wallet cashpro logout trs logout bilang lampau gua malem bawa cash
Kikusumo Lewo,jos mantap,5,Puas,1,jos mantap
HiLman,oke,5,Puas,1,oke
Siti Nurjanah,maxim mahal gojek maxim promo drivernya sulit cari cari driver nunggu jam apk jg ambil kuota gede bgt cancel pesan maxim food gimna,3,Netral,0,maxim mahal gojek maxim promo drivernya sulit cari cari driver nunggu jam apk jg ambil kuota gede bgt cancel pesan maxim food gimna
Marisa Herdini W,halo gimana ya maxim isi saldo maxim kaspro masuk ya pakai saldo,1,Tidak Puas,2,halo gimana ya maxim isi saldo maxim kaspro masuk ya pakai saldo
Shafira Chusnul,top kas pro jam masuk aplikasi,1,Tidak Puas,2,top kas pro jam masuk aplikasi
Kartiah Infinix,mantapppp,5,Puas,1,mantapppp
nunung Widayanti,kali login muncul tulis pakai versi ngk update gimana solusi,4,Puas,1,kali login muncul tulis pakai versi ngk update gimana solusi
Dani 99,kemarin download aplikasi iki emng bantu sayang mas jemput lokasi saya coba lg klo emng ngga jemput lg kasi nilai bintang klo layan kasi fuul baik,1,Tidak Puas,2,kemarin download aplikasi iki emng bantu sayang mas jemput lokasi saya coba lg klo emng ngga jemput lg kasi nilai bintang klo layan kasi fuul baik
Gusri Bazam,kecewa isi wallet maxim potong rp isi isi masuk,1,Tidak Puas,2,kecewa isi wallet maxim potong rp isi isi masuk
Rexi Aditya,jelek banget driver lelet sampe gd terima order cepat,1,Tidak Puas,2,jelek banget driver lelet sampe gd terima order cepat
Anorma Noma,murah,5,Puas,1,murah
Nazmi Hidayat,aplikasi aneh daftar kocak,1,Tidak Puas,2,aplikasi aneh daftar kocak
Jepri Jep,ramah tamah,5,Puas,1,ramah tamah
Linda Sari,tolong himbau driver pakai jaket maximnya kali nemu driver pake jaket,3,Netral,0,tolong himbau driver pakai jaket maximnya kali nemu driver pake jaket
Olive Olivia,bagus dicancel drivernya gitu nunggunya,3,Netral,0,bagus dicancel drivernya gitu nunggunya
Teds,coba isi saldo biar praktis bea transportnya pakai ehh sdh potong dana siluman byar tunai sisa bea ikhlas drivernya drpd siluman aplikasi sorry bintang,3,Netral,0,coba isi saldo biar praktis bea transportnya pakai ehh sdh potong dana siluman byar tunai sisa bea ikhlas drivernya drpd siluman aplikasi sorry bintang
Riky Pandores,,5,Puas,1,
Pengguna Google,dn ramah,5,Puas,1,dn ramah
Sukma Wati,kl ngadu drive ber bahasa kasar coustamer gimana ya tolong tau,1,Tidak Puas,2,kl ngadu drive ber bahasa kasar coustamer gimana ya tolong tau
WAYU GAMING,desak daftar sms verifikasi masuk masuk apliksi ribet kacauuu,1,Tidak Puas,2,desak daftar sms verifikasi masuk masuk apliksi ribet kacauuu
Ayaturrahman Zikri,mas haidar maxim ribut akun ig,1,Tidak Puas,2,mas haidar maxim ribut akun ig
Dedy Riswanto,bantu,4,Puas,1,bantu
Vheky Lassa,maxim driver males ambil custamer deket cansel deivernya,1,Tidak Puas,2,maxim driver males ambil custamer deket cansel deivernya
Nama Saya,sen makan cancel suruh pilih order aneh tau,1,Tidak Puas,2,sen makan cancel suruh pilih order aneh tau
Annisa13 Pintar,driver nakal,1,Tidak Puas,2,driver nakal
bayu,apk ya kirim foto driver ya patok kasi driver nyariin,3,Netral,0,apk ya kirim foto driver ya patok kasi driver nyariin
Nina Harun,maxim transportasi bantu bayar jangkau mudah mesan menit makasih maxim ya,5,Puas,1,maxim transportasi bantu bayar jangkau mudah mesan menit makasih maxim ya
Gausa Rahmat,fitur foods goods bagus,1,Tidak Puas,2,fitur foods goods bagus
Muhammad Ulil Albab,bagus aplikasi murah kadang akurat titik maps gapapa aman,5,Puas,1,bagus aplikasi murah kadang akurat titik maps gapapa aman
Ariel Lasso,ok,5,Puas,1,ok
Akun Google,apk kontolll gw paksa download ikpan anjinggggg,1,Tidak Puas,2,apk kontolll gw paksa download ikpan anjinggggg
muhammad edwin pratama,kali maxim titik nda sesuai driver marah kena customer aplikasi nda kordinasi titik customer tambah biaya baik sistem mu plissss,2,Tidak Puas,2,kali maxim titik nda sesuai driver marah kena customer aplikasi nda kordinasi titik customer tambah biaya baik sistem mu plissss
Andy Ompong,ok,5,Puas,1,ok
black vixi,aplikasi,1,Tidak Puas,2,aplikasi
Mantasia Cia,manfaat bantu,5,Puas,1,manfaat bantu
Aira Putri,tolong pesan maxim aplikasi,4,Puas,1,tolong pesan maxim aplikasi
Shayna Seviona,bgus sy cpt smpe,5,Puas,1,bgus sy cpt smpe
Giv Saputra,bantu,5,Puas,1,bantu
Azhar Takbir Fitri,cepat,5,Puas,1,cepat
Bonua Posaangu'an nambo,aplikasi transportasi baik harga murah layan cepat aplikasi mudah cocok banget butuh hari,5,Puas,1,aplikasi transportasi baik harga murah layan cepat aplikasi mudah cocok banget butuh hari
Albab Hutabarat,bagus cepat murah,5,Puas,1,bagus cepat murah
Mas Ahmad,capcu,3,Netral,0,capcu
YOSHA,emang ngambil langgan jaket maxim,1,Tidak Puas,2,emang ngambil langgan jaket maxim
syarif sigger,kode otp masuk,1,Tidak Puas,2,kode otp masuk
Depin Tuner,kagak gw order ngambil dicancel,1,Tidak Puas,2,kagak gw order ngambil dicancel
Rendi Cabang,mantap,5,Puas,1,mantap
Nurlia Af,rating aplikasi jebol kena tipu aplikasi maxim uang hilang ada sikap tanggung aplikasi kecewa berat,1,Tidak Puas,2,rating aplikasi jebol kena tipu aplikasi maxim uang hilang ada sikap tanggung aplikasi kecewa berat
Arjuna Sanjaya,ok,5,Puas,1,ok
Tony Haris,moga jaya depan mudah drivernya,5,Puas,1,moga jaya depan mudah drivernya
Vivi VFA,bintang driver banyak bar bar jalan lawan jalurr ngebut hamoir serempet bacot dpt sopan ngajak ngomong mundur dempat gua kasi bintang karna nemuin bner bner sopan jalan bar bar bkin tenang sampe tuju ya lebih nyya gua temuin ampun dah gda bner,3,Netral,0,bintang driver banyak bar bar jalan lawan jalurr ngebut hamoir serempet bacot dpt sopan ngajak ngomong mundur dempat gua kasi bintang karna nemuin bner bner sopan jalan bar bar bkin tenang sampe tuju ya lebih nyya gua temuin ampun dah gda bner
Sabil Deo kuswoyo,kalo top tahun masuk keburu jembut,1,Tidak Puas,2,kalo top tahun masuk keburu jembut
Apeng Osron,aneh pake kaspro pindah tunai saldo potong bayar tunai kacau nih maxim perbaikin sistem kaspro kasi ngojol kadang masuk susah ambil,2,Tidak Puas,2,aneh pake kaspro pindah tunai saldo potong bayar tunai kacau nih maxim perbaikin sistem kaspro kasi ngojol kadang masuk susah ambil
21_0359 Alfarizi Kafa,overall bagus biaya murah batal ribet batal driver trus jga update partner merchant ad daftar sana baik maxim,2,Tidak Puas,2,overall bagus biaya murah batal ribet batal driver trus jga update partner merchant ad daftar sana baik maxim
muhamad ramadhan,baguss,5,Puas,1,baguss
Ahmad Zaky,driver ngotot mending gojek,1,Tidak Puas,2,driver ngotot mending gojek
Ruth ros Mambrasar,like,5,Puas,1,like
Pur Nomo,isi saldo masuk,5,Puas,1,isi saldo masuk
Ki Joyoboyo92,kereeen,5,Puas,1,kereeen
Suji Yatno,murah driver mudah penjuru,5,Puas,1,murah driver mudah penjuru
Satriani,aplikasi bagus mud suka bayar sangatt buruk buruk maxim tanggung,1,Tidak Puas,2,aplikasi bagus mud suka bayar sangatt buruk buruk maxim tanggung
naira shakila,mes makan tombol batal order,4,Puas,1,mes makan tombol batal order
Alifah hiqmayanti06 Hiqmayanti,manfaat,5,Puas,1,manfaat
Toni Achmad,keren,5,Puas,1,keren
Hardani Ridah,lumayan,5,Puas,1,lumayan
Jafar _Farr,bonus,1,Tidak Puas,2,bonus
stok ezaefootball,bonus,1,Tidak Puas,2,bonus
Refansyah Alexander,login otp nunggu kode otpnya kirim wa banget,1,Tidak Puas,2,login otp nunggu kode otpnya kirim wa banget
Yeyen Majid,ko top saldo urgent banget ngantor langgan pake maxim,3,Netral,0,ko top saldo urgent banget ngantor langgan pake maxim
Fadhila Azzahra,aplikasi lot,1,Tidak Puas,2,aplikasi lot
Deky Bawekes Eky,msi aktif,5,Puas,1,msi aktif
Septian Hadi,tolong serta foto langgan mes apk maxim mudah driver temu langgan driver kena order palsu,5,Puas,1,tolong serta foto langgan mes apk maxim mudah driver temu langgan driver kena order palsu
ILCHAM A N,coba apk,5,Puas,1,coba apk
Aria Nugraha,mantap,5,Puas,1,mantap
Ardiaansyah Ardi,trimakasih kerjasamanya,5,Puas,1,trimakasih kerjasamanya
MATIUS RANDI,tolong order fiktif tindak,5,Puas,1,tolong order fiktif tindak
Agungahmadrifai Rifai,ok sngat mrmbatu,5,Puas,1,ok sngat mrmbatu
Jonathan Richie Cong,maxim bosok,1,Tidak Puas,2,maxim bosok
Nazir Ramadhan,maaf kak rute tuju jelas pakai pulang rumah rute tulis arah tuju beda mohon ya kak,1,Tidak Puas,2,maaf kak rute tuju jelas pakai pulang rumah rute tulis arah tuju beda mohon ya kak
samuel silalahi,update dah ngebug,1,Tidak Puas,2,update dah ngebug
Andi Prsty,guna log min masuk tulis error,2,Tidak Puas,2,guna log min masuk tulis error
Juani fahlefy,aplikasi jelek lambat layan,1,Tidak Puas,2,aplikasi jelek lambat layan
Dara Pusparani,ubah tlp,5,Puas,1,ubah tlp
Dyh Uriridi,mes barang jarang nominal,2,Tidak Puas,2,mes barang jarang nominal
Adah Bae,tolong baik lg update ya,4,Puas,1,tolong baik lg update ya
Ayra Naira,gabisa login taik,1,Tidak Puas,2,gabisa login taik
mayor Shapron (Yor),tolong argonya murah karna bensin mahal jalan macet terimakasih,5,Puas,1,tolong argonya murah karna bensin mahal jalan macet terimakasih
Fitria Ramadhani,,5,Puas,1,
Tia Sulistiani,yah kaspor suka potong alas saldo kurang tolong baik uang anak sekolah,1,Tidak Puas,2,yah kaspor suka potong alas saldo kurang tolong baik uang anak sekolah
Sulhi Basid,aplikasi bodoh minta lampau nomor,1,Tidak Puas,2,aplikasi bodoh minta lampau nomor
Taufik Rahman,aplikasi rekomendasi daerah krna adminnya nambah driver duli dgn dapat driver,1,Tidak Puas,2,aplikasi rekomendasi daerah krna adminnya nambah driver duli dgn dapat driver
Junita Anggraini,update mahal biaya maximnya tambah kirim pesan maxim tdk direspon salah balas smsnya nunggu maximnya tunggu maxim jam parah aplikasi titik ada maximnya tdk tampil dimaps ni maxim lambat kali bawa lambat kali,1,Tidak Puas,2,update mahal biaya maximnya tambah kirim pesan maxim tdk direspon salah balas smsnya nunggu maximnya tunggu maxim jam parah aplikasi titik ada maximnya tdk tampil dimaps ni maxim lambat kali bawa lambat kali
LENZ chz,jelek,1,Tidak Puas,2,jelek
Dedy Atuk,mantappp,5,Puas,1,mantappp
Nurul Khotimah lulu,gila cacat bgt order maxim ride susah ampun klo bayar pake kaspro,1,Tidak Puas,2,gila cacat bgt order maxim ride susah ampun klo bayar pake kaspro
Lisa Rianty,maxim tuh plus harga murah g drivernya atittudenya jelek cm banyak temuin ngroko bawa tumpang durasi jemput tolong baik biar minat bnyk,4,Puas,1,maxim tuh plus harga murah g drivernya atittudenya jelek cm banyak temuin ngroko bawa tumpang durasi jemput tolong baik biar minat bnyk
Yenny yen,,1,Tidak Puas,2,
anugerah illahi,jelekk,1,Tidak Puas,2,jelekk
Zidane Muhammad Azka nuang,woilah,1,Tidak Puas,2,woilah
Balon putih Terbang,jeleknyooo,1,Tidak Puas,2,jeleknyooo
Tubagus Muhammad Akbar,oke trimakasih,5,Puas,1,oke trimakasih
Asran bojes Asran bojes,baguss,5,Puas,1,baguss
Mamas Badag,motor tua layak jalan,1,Tidak Puas,2,motor tua layak jalan
Kusuh Epep01,murah cepat,5,Puas,1,murah cepat
Noldy Poluan,aplikasi kacau admin kelolah notifikasi kendara nunggu menit kaspro error top masuk tolak kendara pakai kaspro aplikasi error uninstal ulang ulang parah,1,Tidak Puas,2,aplikasi kacau admin kelolah notifikasi kendara nunggu menit kaspro error top masuk tolak kendara pakai kaspro aplikasi error uninstal ulang ulang parah
Rizky Hidayah,rizky hidayah kiki,5,Puas,1,rizky hidayah kiki
njas ernandomlayu,kurang omon omon banyak kemon kemon,5,Puas,1,kurang omon omon banyak kemon kemon
Nurlian Saripati06,aplikasi susah buka pagi malam loading,3,Netral,0,aplikasi susah buka pagi malam loading
Sujiroh Sujiroh,mantap,5,Puas,1,mantap
ARDIAN,mantap,5,Puas,1,mantap
Joko Sukarjo,sy driver maxim driver maxim pahammi sy ajar aplikasi ojol maxim sistem tugas autony tdk dasar sistem krja driver aplikasi tdk dasar mitra dasar untung belah,1,Tidak Puas,2,sy driver maxim driver maxim pahammi sy ajar aplikasi ojol maxim sistem tugas autony tdk dasar sistem krja driver aplikasi tdk dasar mitra dasar untung belah
S Suryana,suksis,5,Puas,1,suksis
I Gede Wikan Pradipta Diarsa,ok,5,Puas,1,ok
Raden Awangga satria,aplikasi cacat,1,Tidak Puas,2,aplikasi cacat
Meilan Cahyo Rizki,maxim baik sistem batal order bikin susah cancel karna konsumen salah tekan driver ambil bayar kasi driver,1,Tidak Puas,2,maxim baik sistem batal order bikin susah cancel karna konsumen salah tekan driver ambil bayar kasi driver
Paruntungan Pane,,5,Puas,1,
Reza Reza,bayar transfer tolong ubah tau kalo aplikasi kaspro jelek ulas ngeluh nih maxim upgrade kalo guna maxim tinggal aplikasi,3,Netral,0,bayar transfer tolong ubah tau kalo aplikasi kaspro jelek ulas ngeluh nih maxim upgrade kalo guna maxim tinggal aplikasi
litalucuimut,uang masukin kode masuk kelas gitu maxim pas masukin kode beneran eh pas pesan maxim bayar cash apas maxim asa kena tipu,2,Tidak Puas,2,uang masukin kode masuk kelas gitu maxim pas masukin kode beneran eh pas pesan maxim bayar cash apas maxim asa kena tipu
Nur Salim,kode ngk ya ngk long,4,Puas,1,kode ngk ya ngk long
prima dwi saputra,harga ubah mesan lokasi tuju,1,Tidak Puas,2,harga ubah mesan lokasi tuju
Bayo Batu,saldo kaspro saldo hilang aplikasi sampah make maxim,1,Tidak Puas,2,saldo kaspro saldo hilang aplikasi sampah make maxim
Nhur Lhiana,cari driver delivery mau harga ongkir cepat driver provider xl pesan maxim ya aplikasi aneh,1,Tidak Puas,2,cari driver delivery mau harga ongkir cepat driver provider xl pesan maxim ya aplikasi aneh
Safrina Rina,kecewa aplikasi aplikasi maxim kendala trus update ulang update nggak hapus aplikasi biar install ulang,5,Puas,1,kecewa aplikasi aplikasi maxim kendala trus update ulang update nggak hapus aplikasi biar install ulang
Rianjatim 123,daftar kode nyah muncul,1,Tidak Puas,2,daftar kode nyah muncul
Dellarisma Moviar,bagus layan,5,Puas,1,bagus layan
Novi Budiawan,login masuk mah,5,Puas,1,login masuk mah
Vibes Calss,terima tamu maxim sklh org sngt ramah sopan ejek sklh kelas org cewe suka karakter org,1,Tidak Puas,2,terima tamu maxim sklh org sngt ramah sopan ejek sklh kelas org cewe suka karakter org
Fazel Lebay,gimana pakai dana kode promo min guna min mes makan,5,Puas,1,gimana pakai dana kode promo min guna min mes makan
Suwarno Suwarno,aplikasi buruk saing aplikasi mapsnya akurat stasiun terminal milik titik jemput jalan lokasi order,1,Tidak Puas,2,aplikasi buruk saing aplikasi mapsnya akurat stasiun terminal milik titik jemput jalan lokasi order
Hadipin Binongko,mantap,5,Puas,1,mantap
Jun Saputra,tampil klasik ewalet bayar caspro ambil admin pake qris enak,3,Netral,0,tampil klasik ewalet bayar caspro ambil admin pake qris enak
Akalan Si Miskin,sedih,1,Tidak Puas,2,sedih
Dinosaurus Lucu,install bayar pake ewallet uninstall ribet bayar cash skrg sdh bayar ewallet install,2,Tidak Puas,2,install bayar pake ewallet uninstall ribet bayar cash skrg sdh bayar ewallet install
MOH. RIAN HIDAYAT,oknum oknum tdk tanggung jagan kali coba maxim mobil kalo,1,Tidak Puas,2,oknum oknum tdk tanggung jagan kali coba maxim mobil kalo
prnm 16,aplikasi tolol cari apamat jemput ketik rafles hills cibubur ketemu ketik alamat tuju ketemu,1,Tidak Puas,2,aplikasi tolol cari apamat jemput ketik rafles hills cibubur ketemu ketik alamat tuju ketemu
dimas aryandani,aplikasi tolol,1,Tidak Puas,2,aplikasi tolol
Ajat siregar Siregar,keren,5,Puas,1,keren
Iriyanti S,gua masuk rs operasi grgr jatoh pas bonceng maxim trs maxim kabur gamau tanggung gua iktikad baik driver nama riyan prabowo,1,Tidak Puas,2,gua masuk rs operasi grgr jatoh pas bonceng maxim trs maxim kabur gamau tanggung gua iktikad baik driver nama riyan prabowo
Putra Kelana,ok,4,Puas,1,ok
Nur Marsha,bagus hebat seru maen,5,Puas,1,bagus hebat seru maen
Teguh Mulia,maxim lgi promo kode promo ny drivernya ramah sopan bayar tranfer k rek atm k ovo gopay dana klik life jasa cleaning service pijat dll alam tinggal chat reservasi jam tgl tentu omega murah langgan ad asuransi saran staf maxim tolong perhati sejahtera drivernya,5,Puas,1,maxim lgi promo kode promo ny drivernya ramah sopan bayar tranfer k rek atm k ovo gopay dana klik life jasa cleaning service pijat dll alam tinggal chat reservasi jam tgl tentu omega murah langgan ad asuransi saran staf maxim tolong perhati sejahtera drivernya
Lilia Ningsih,murah cepat,5,Puas,1,murah cepat
L Ryuzaki,sarang maling drivermu xim maling helm maling paket order jg dimalingin sepatu jg dimalingin,1,Tidak Puas,2,sarang maling drivermu xim maling helm maling paket order jg dimalingin sepatu jg dimalingin
Riska Umami,bagus cepat,5,Puas,1,bagus cepat
Agung Mataram,beda maxim taksee,3,Netral,0,beda maxim taksee
Nurtina Dgsiang,suka,5,Puas,1,suka
anjay ugp,hp hilang supir panggil supir ngaku lokasi handphone hilang,1,Tidak Puas,2,hp hilang supir panggil supir ngaku lokasi handphone hilang
AGUNG NET,login,1,Tidak Puas,2,login
Ocha nia,aplikasi maxim dbuka ya,4,Puas,1,aplikasi maxim dbuka ya
Berbie Cantika,pt maxim mohon kasih pitur poto chat mudah driver cari posisi costumer,1,Tidak Puas,2,pt maxim mohon kasih pitur poto chat mudah driver cari posisi costumer
Alya Fatima,kode otp tdk msuk,1,Tidak Puas,2,kode otp tdk msuk
Nurul Fatia Ramadhani,kode otp tida masuk sms sdh ulang,1,Tidak Puas,2,kode otp tida masuk sms sdh ulang
Teddy Atmaja,maxim best,5,Puas,1,maxim best
Given Mahmud,aplikasi lot pesan makan dapet driver,1,Tidak Puas,2,aplikasi lot pesan makan dapet driver
